Seed 29 | objective hybrid-as | selector pareto-live-gate | linear bc 50000 | linear ppo 60000 | neural off | neural bc 50000 | neural ppo 60000 | workers 11

BC linear    [----------------------------]   0.1% 64/50000 |    4.3/s | elapsed 15s | eta 3h 11m 39s | process workers | examples 5836 | q 2648 t 601 r 373
BC linear    [#---------------------------]   5.2% 2624/50000 |   41.0/s | elapsed 1m 4s | eta 19m 16s | process workers | examples 259776 | q 116757 t 29332 r 15715
BC linear    [#---------------------------]   5.5% 2752/50000 |   42.8/s | elapsed 1m 4s | eta 18m 25s | process workers | examples 272723 | q 122621 t 30795 r 16521
BC linear    [#---------------------------]   5.6% 2816/50000 |   43.4/s | elapsed 1m 5s | eta 18m 7s | process workers | examples 279322 | q 125479 t 31629 r 16924 
BC linear    [#---------------------------]   5.8% 2880/50000 |   35.9/s | elapsed 1m 20s | eta 21m 52s | process workers | examples 285473 | q 128198 t 32125 r 17338
BC linear    [#---------------------------]   5.9% 2944/50000 |   36.6/s | elapsed 1m 20s | eta 21m 25s | process workers | examples 291864 | q 131002 t 33025 r 17724
BC linear    [#---------------------------]   6.1% 3072/50000 |   38.1/s | elapsed 1m 21s | eta 20m 31s | process workers | examples 304557 | q 136644 t 34527 r 18500
BC linear    [#---------------------------]   6.4% 3200/50000 |   39.6/s | elapsed 1m 21s | eta 19m 42s | process workers | examples 317572 | q 142412 t 36072 r 19292
BC linear    [#---------------------------]   6.5% 3264/50000 |   40.3/s | elapsed 1m 21s | eta 19m 21s | process workers | examples 324029 | q 145366 t 36687 r 19671
BC linear    [#---------------------------]   6.7% 3328/50000 |   40.9/s | elapsed 1m 21s | eta 19m 0s | process workers | examples 330567 | q 148360 t 37481 r 20064 
BC linear    [#---------------------------]   6.8% 3392/50000 |   41.7/s | elapsed 1m 21s | eta 18m 39s | process workers | examples 337191 | q 151394 t 38240 r 20458
BC linear    [#---------------------------]   6.9% 3456/50000 |   42.2/s | elapsed 1m 22s | eta 18m 24s | process workers | examples 343928 | q 154419 t 39209 r 20853
BC linear    [##--------------------------]   7.2% 3584/50000 |   37.7/s | elapsed 1m 35s | eta 20m 32s | process workers | examples 356918 | q 160118 t 41238 r 21556
BC linear    [##--------------------------]   7.4% 3712/50000 |   38.7/s | elapsed 1m 36s | eta 19m 57s | process workers | examples 369138 | q 165723 t 42471 r 22292
BC linear    [##--------------------------]   7.6% 3776/50000 |   39.2/s | elapsed 1m 36s | eta 19m 38s | process workers | examples 375451 | q 168539 t 43181 r 22675
BC linear    [##--------------------------]   7.7% 3840/50000 |   39.8/s | elapsed 1m 37s | eta 19m 21s | process workers | examples 381610 | q 171283 t 43888 r 23042
BC linear    [##--------------------------]   7.8% 3904/50000 |   40.4/s | elapsed 1m 37s | eta 19m 2s | process workers | examples 387740 | q 174138 t 44460 r 23399 
BC linear    [##--------------------------]   8.1% 4032/50000 |   41.5/s | elapsed 1m 37s | eta 18m 27s | process workers | examples 401185 | q 180126 t 46298 r 24152
BC linear    [##--------------------------]   8.3% 4160/50000 |   42.7/s | elapsed 1m 38s | eta 17m 55s | process workers | examples 414472 | q 185987 t 48003 r 24940
BC linear    [##--------------------------]   8.4% 4224/50000 |   43.2/s | elapsed 1m 38s | eta 17m 39s | process workers | examples 421188 | q 188968 t 48895 r 25315
BC linear    [##--------------------------]   8.6% 4288/50000 |   38.5/s | elapsed 1m 51s | eta 19m 47s | process workers | examples 426648 | q 191328 t 49550 r 25658
BC linear    [##--------------------------]   8.7% 4352/50000 |   38.8/s | elapsed 1m 52s | eta 19m 36s | process workers | examples 432466 | q 193809 t 50240 r 26014
BC linear    [##--------------------------]   9.0% 4480/50000 |   39.8/s | elapsed 1m 53s | eta 19m 5s | process workers | examples 444172 | q 199128 t 51563 r 26685 
BC linear    [##--------------------------]   9.2% 4608/50000 |   40.7/s | elapsed 1m 53s | eta 18m 35s | process workers | examples 456032 | q 204518 t 52676 r 27447
BC linear    [##--------------------------]   9.3% 4672/50000 |   41.0/s | elapsed 1m 54s | eta 18m 27s | process workers | examples 462288 | q 207211 t 53385 r 27862
BC linear    [##--------------------------]   9.5% 4736/50000 |   41.4/s | elapsed 1m 54s | eta 18m 12s | process workers | examples 468999 | q 210100 t 54293 r 28254
BC linear    [##--------------------------]   9.7% 4864/50000 |   42.5/s | elapsed 1m 55s | eta 17m 43s | process workers | examples 482328 | q 216108 t 56224 r 28997
BC linear    [##--------------------------]   9.9% 4928/50000 |   42.8/s | elapsed 1m 55s | eta 17m 32s | process workers | examples 489125 | q 219044 t 56827 r 29447
BC linear    [##--------------------------]  10.0% 4992/50000 |   39.1/s | elapsed 2m 8s | eta 19m 11s | process workers | examples 495561 | q 221962 t 57741 r 29803 
BC linear    [##--------------------------]  10.1% 5056/50000 |   39.5/s | elapsed 2m 8s | eta 18m 58s | process workers | examples 501819 | q 224687 t 58666 r 30183 
BC linear    [##--------------------------]  10.2% 5120/50000 |   39.9/s | elapsed 2m 8s | eta 18m 44s | process workers | examples 508071 | q 227371 t 59545 r 30559 
BC linear    [##--------------------------]  10.4% 5184/50000 |   40.1/s | elapsed 2m 9s | eta 18m 37s | process workers | examples 514533 | q 230274 t 60015 r 30976 
BC linear    [##--------------------------]  10.5% 5248/50000 |   40.5/s | elapsed 2m 10s | eta 18m 25s | process workers | examples 521261 | q 233359 t 60924 r 31352
BC linear    [###-------------------------]  10.8% 5376/50000 |   41.4/s | elapsed 2m 10s | eta 17m 57s | process workers | examples 533995 | q 238940 t 62452 r 32080
BC linear    [###-------------------------]  11.0% 5504/50000 |   42.3/s | elapsed 2m 10s | eta 17m 31s | process workers | examples 546630 | q 244587 t 63924 r 32833
BC linear    [###-------------------------]  11.1% 5568/50000 |   42.6/s | elapsed 2m 11s | eta 17m 23s | process workers | examples 553391 | q 247486 t 64954 r 33227
BC linear    [###-------------------------]  11.3% 5632/50000 |   43.0/s | elapsed 2m 11s | eta 17m 12s | process workers | examples 560049 | q 250620 t 65658 r 33597
BC linear    [###-------------------------]  11.4% 5696/50000 |   39.0/s | elapsed 2m 26s | eta 18m 56s | process workers | examples 566006 | q 253165 t 66369 r 33973
BC linear    [###-------------------------]  11.5% 5760/50000 |   39.3/s | elapsed 2m 26s | eta 18m 45s | process workers | examples 571915 | q 255733 t 67016 r 34346
BC linear    [###-------------------------]  11.6% 5824/50000 |   39.7/s | elapsed 2m 27s | eta 18m 34s | process workers | examples 577977 | q 258297 t 67608 r 34755
BC linear    [###-------------------------]  11.8% 5888/50000 |   40.0/s | elapsed 2m 27s | eta 18m 21s | process workers | examples 584265 | q 261010 t 68504 r 35127
BC linear    [###-------------------------]  12.0% 6016/50000 |   40.9/s | elapsed 2m 27s | eta 17m 56s | process workers | examples 597008 | q 266479 t 70014 r 35963
BC linear    [###-------------------------]  12.2% 6080/50000 |   41.2/s | elapsed 2m 27s | eta 17m 45s | process workers | examples 603304 | q 269428 t 70604 r 36335
BC linear    [###-------------------------]  12.4% 6208/50000 |   42.0/s | elapsed 2m 28s | eta 17m 22s | process workers | examples 616067 | q 275130 t 71949 r 37112
BC linear    [###-------------------------]  12.5% 6272/50000 |   42.4/s | elapsed 2m 28s | eta 17m 10s | process workers | examples 622526 | q 278302 t 72529 r 37479
BC linear    [###-------------------------]  12.7% 6336/50000 |   42.7/s | elapsed 2m 28s | eta 17m 2s | process workers | examples 629229 | q 281344 t 73294 r 37878 
BC linear    [###-------------------------]  12.8% 6400/50000 |   39.5/s | elapsed 2m 42s | eta 18m 23s | process workers | examples 635618 | q 283992 t 74504 r 38220
BC linear    [###-------------------------]  12.9% 6464/50000 |   39.7/s | elapsed 2m 43s | eta 18m 17s | process workers | examples 641703 | q 286752 t 74983 r 38617
BC linear    [###-------------------------]  13.1% 6528/50000 |   40.0/s | elapsed 2m 43s | eta 18m 7s | process workers | examples 647358 | q 289395 t 75378 r 39007 
BC linear    [###-------------------------]  13.2% 6592/50000 |   40.3/s | elapsed 2m 44s | eta 17m 57s | process workers | examples 653739 | q 292194 t 76220 r 39394
BC linear    [###-------------------------]  13.3% 6656/50000 |   40.7/s | elapsed 2m 44s | eta 17m 46s | process workers | examples 660422 | q 295113 t 76972 r 39796
BC linear    [###-------------------------]  13.4% 6720/50000 |   41.0/s | elapsed 2m 44s | eta 17m 36s | process workers | examples 666944 | q 297983 t 77661 r 40179
BC linear    [###-------------------------]  13.6% 6784/50000 |   41.4/s | elapsed 2m 44s | eta 17m 25s | process workers | examples 673355 | q 300939 t 78481 r 40560
BC linear    [###-------------------------]  13.8% 6912/50000 |   42.1/s | elapsed 2m 44s | eta 17m 4s | process workers | examples 686640 | q 306848 t 80367 r 41301 
BC linear    [###-------------------------]  14.0% 6976/50000 |   42.4/s | elapsed 2m 45s | eta 16m 55s | process workers | examples 693524 | q 309864 t 81257 r 41698
BC linear    [###-------------------------]  14.1% 7040/50000 |   42.6/s | elapsed 2m 45s | eta 16m 48s | process workers | examples 700622 | q 313275 t 81915 r 42116
BC linear    [###-------------------------]  14.2% 7104/50000 |   39.5/s | elapsed 3m 0s | eta 18m 5s | process workers | examples 706390 | q 315911 t 82575 r 42488  
BC linear    [####------------------------]  14.3% 7168/50000 |   39.6/s | elapsed 3m 1s | eta 18m 2s | process workers | examples 712571 | q 318536 t 83420 r 42869  
BC linear    [####------------------------]  14.5% 7232/50000 |   39.9/s | elapsed 3m 1s | eta 17m 53s | process workers | examples 718760 | q 321331 t 84107 r 43243 
BC linear    [####------------------------]  14.7% 7360/50000 |   40.5/s | elapsed 3m 2s | eta 17m 32s | process workers | examples 731250 | q 326971 t 85431 r 43985 
BC linear    [####------------------------]  15.0% 7488/50000 |   41.2/s | elapsed 3m 2s | eta 17m 12s | process workers | examples 744062 | q 332711 t 87123 r 44724 
BC linear    [####------------------------]  15.2% 7616/50000 |   41.9/s | elapsed 3m 2s | eta 16m 53s | process workers | examples 757111 | q 338361 t 88803 r 45555 
BC linear    [####------------------------]  15.4% 7680/50000 |   42.0/s | elapsed 3m 3s | eta 16m 47s | process workers | examples 763769 | q 341266 t 89639 r 45985 
BC linear    [####------------------------]  15.5% 7744/50000 |   42.3/s | elapsed 3m 3s | eta 16m 38s | process workers | examples 770459 | q 344254 t 90148 r 46420 
BC linear    [####------------------------]  15.6% 7808/50000 |   39.8/s | elapsed 3m 16s | eta 17m 40s | process workers | examples 776565 | q 347057 t 90950 r 46791
BC linear    [####------------------------]  15.7% 7872/50000 |   39.8/s | elapsed 3m 18s | eta 17m 40s | process workers | examples 782788 | q 349688 t 91747 r 47187
BC linear    [####------------------------]  15.9% 7936/50000 |   40.0/s | elapsed 3m 18s | eta 17m 32s | process workers | examples 788587 | q 352213 t 92326 r 47573
BC linear    [####------------------------]  16.1% 8064/50000 |   40.6/s | elapsed 3m 19s | eta 17m 13s | process workers | examples 801286 | q 358079 t 93487 r 48332
BC linear    [####------------------------]  16.3% 8128/50000 |   40.9/s | elapsed 3m 19s | eta 17m 4s | process workers | examples 807581 | q 360943 t 94275 r 48707 
BC linear    [####------------------------]  16.6% 8320/50000 |   41.8/s | elapsed 3m 19s | eta 16m 36s | process workers | examples 826613 | q 369971 t 95813 r 49884
BC linear    [####------------------------]  16.8% 8384/50000 |   42.1/s | elapsed 3m 19s | eta 16m 29s | process workers | examples 832801 | q 372742 t 96287 r 50315
BC linear    [####------------------------]  17.0% 8512/50000 |   39.5/s | elapsed 3m 35s | eta 17m 30s | process workers | examples 846021 | q 378752 t 98094 r 51004
BC linear    [####------------------------]  17.2% 8576/50000 |   39.8/s | elapsed 3m 36s | eta 17m 21s | process workers | examples 852257 | q 381691 t 98629 r 51382
BC linear    [####------------------------]  17.3% 8640/50000 |   40.1/s | elapsed 3m 36s | eta 17m 13s | process workers | examples 858689 | q 384568 t 99305 r 51764
BC linear    [####------------------------]  17.5% 8768/50000 |   40.6/s | elapsed 3m 36s | eta 16m 56s | process workers | examples 871657 | q 390119 t 101049 r 52536
BC linear    [####------------------------]  17.8% 8896/50000 |   41.1/s | elapsed 3m 36s | eta 16m 39s | process workers | examples 884732 | q 395989 t 102847 r 53282
BC linear    [#####-----------------------]  18.0% 9024/50000 |   41.7/s | elapsed 3m 36s | eta 16m 22s | process workers | examples 897672 | q 401744 t 104197 r 54090
BC linear    [#####-----------------------]  18.2% 9088/50000 |   41.9/s | elapsed 3m 37s | eta 16m 16s | process workers | examples 904517 | q 404749 t 105225 r 54479
BC linear    [#####-----------------------]  18.3% 9152/50000 |   42.2/s | elapsed 3m 37s | eta 16m 9s | process workers | examples 911752 | q 407931 t 106511 r 54840 
BC linear    [#####-----------------------]  18.4% 9216/50000 |   39.9/s | elapsed 3m 51s | eta 17m 3s | process workers | examples 917426 | q 410491 t 107146 r 55209 
BC linear    [#####-----------------------]  18.6% 9280/50000 |   40.1/s | elapsed 3m 51s | eta 16m 55s | process workers | examples 923431 | q 413230 t 107854 r 55553
BC linear    [#####-----------------------]  18.7% 9344/50000 |   40.4/s | elapsed 3m 52s | eta 16m 47s | process workers | examples 929550 | q 415880 t 108495 r 55926
BC linear    [#####-----------------------]  18.8% 9408/50000 |   40.6/s | elapsed 3m 52s | eta 16m 40s | process workers | examples 935971 | q 418728 t 109328 r 56317
BC linear    [#####-----------------------]  18.9% 9472/50000 |   40.8/s | elapsed 3m 52s | eta 16m 33s | process workers | examples 942333 | q 421626 t 110009 r 56713
BC linear    [#####-----------------------]  19.1% 9536/50000 |   41.1/s | elapsed 3m 52s | eta 16m 26s | process workers | examples 948647 | q 424541 t 110669 r 57077
BC linear    [#####-----------------------]  19.3% 9664/50000 |   41.6/s | elapsed 3m 52s | eta 16m 10s | process workers | examples 960977 | q 430083 t 111776 r 57879
BC linear    [#####-----------------------]  19.5% 9728/50000 |   41.8/s | elapsed 3m 53s | eta 16m 3s | process workers | examples 967568 | q 432973 t 112512 r 58292 
BC linear    [#####-----------------------]  19.6% 9792/50000 |   42.0/s | elapsed 3m 53s | eta 15m 57s | process workers | examples 974125 | q 435950 t 113154 r 58696
BC linear    [#####-----------------------]  19.7% 9856/50000 |   42.0/s | elapsed 3m 54s | eta 15m 55s | process workers | examples 981418 | q 439241 t 113923 r 59157
BC linear    [#####-----------------------]  19.8% 9920/50000 |   39.7/s | elapsed 4m 10s | eta 16m 50s | process workers | examples 987331 | q 441946 t 114637 r 59515
BC linear    [#####-----------------------]  20.0% 9984/50000 |   39.9/s | elapsed 4m 10s | eta 16m 44s | process workers | examples 993601 | q 444708 t 115376 r 59895
BC linear    [#####-----------------------]  20.2% 10112/50000 |   40.3/s | elapsed 4m 11s | eta 16m 29s | process workers | examples 1006293 | q 450442 t 117138 r 60604
BC linear    [#####-----------------------]  20.4% 10176/50000 |   40.6/s | elapsed 4m 11s | eta 16m 22s | process workers | examples 1012677 | q 453184 t 118001 r 61004
BC linear    [#####-----------------------]  20.5% 10240/50000 |   40.8/s | elapsed 4m 11s | eta 16m 14s | process workers | examples 1019019 | q 456056 t 118569 r 61414
BC linear    [#####-----------------------]  20.7% 10368/50000 |   41.3/s | elapsed 4m 11s | eta 16m 0s | process workers | examples 1031756 | q 461730 t 120004 r 62181 
BC linear    [#####-----------------------]  20.9% 10432/50000 |   41.5/s | elapsed 4m 11s | eta 15m 53s | process workers | examples 1038331 | q 464606 t 120880 r 62576
BC linear    [#####-----------------------]  21.0% 10496/50000 |   41.7/s | elapsed 4m 12s | eta 15m 47s | process workers | examples 1045070 | q 467635 t 121596 r 62984
BC linear    [#####-----------------------]  21.1% 10560/50000 |   41.8/s | elapsed 4m 12s | eta 15m 42s | process workers | examples 1052142 | q 470726 t 122677 r 63376
BC linear    [#####-----------------------]  21.2% 10624/50000 |   40.1/s | elapsed 4m 25s | eta 16m 23s | process workers | examples 1057710 | q 473138 t 123159 r 63778
BC linear    [######----------------------]  21.5% 10752/50000 |   40.4/s | elapsed 4m 26s | eta 16m 12s | process workers | examples 1069611 | q 478409 t 124340 r 64546
BC linear    [######----------------------]  21.6% 10816/50000 |   40.6/s | elapsed 4m 27s | eta 16m 6s | process workers | examples 1075687 | q 481107 t 125065 r 64919 
BC linear    [######----------------------]  21.8% 10880/50000 |   40.8/s | elapsed 4m 27s | eta 16m 0s | process workers | examples 1082306 | q 483964 t 125732 r 65346 
BC linear    [######----------------------]  21.9% 10944/50000 |   40.9/s | elapsed 4m 27s | eta 15m 54s | process workers | examples 1089361 | q 486859 t 126921 r 65768
BC linear    [######----------------------]  22.0% 11008/50000 |   41.1/s | elapsed 4m 28s | eta 15m 48s | process workers | examples 1095501 | q 489596 t 127527 r 66140
BC linear    [######----------------------]  22.3% 11136/50000 |   41.6/s | elapsed 4m 28s | eta 15m 34s | process workers | examples 1109465 | q 495702 t 129388 r 66987
BC linear    [######----------------------]  22.5% 11264/50000 |   42.0/s | elapsed 4m 28s | eta 15m 22s | process workers | examples 1123386 | q 501919 t 131273 r 67744
BC linear    [######----------------------]  22.7% 11328/50000 |   40.0/s | elapsed 4m 43s | eta 16m 6s | process workers | examples 1129192 | q 504410 t 132051 r 68103 
BC linear    [######----------------------]  22.8% 11392/50000 |   40.2/s | elapsed 4m 43s | eta 16m 0s | process workers | examples 1135226 | q 507073 t 132761 r 68470 
BC linear    [######----------------------]  22.9% 11456/50000 |   40.4/s | elapsed 4m 44s | eta 15m 54s | process workers | examples 1141206 | q 509747 t 133378 r 68832
BC linear    [######----------------------]  23.0% 11520/50000 |   40.5/s | elapsed 4m 44s | eta 15m 49s | process workers | examples 1147550 | q 512524 t 134442 r 69159
BC linear    [######----------------------]  23.3% 11648/50000 |   41.0/s | elapsed 4m 44s | eta 15m 36s | process workers | examples 1160169 | q 518120 t 135568 r 69976
BC linear    [######----------------------]  23.4% 11712/50000 |   41.1/s | elapsed 4m 45s | eta 15m 32s | process workers | examples 1166840 | q 521090 t 136487 r 70337
BC linear    [######----------------------]  23.7% 11840/50000 |   41.4/s | elapsed 4m 46s | eta 15m 22s | process workers | examples 1180487 | q 527176 t 137800 r 71183
BC linear    [######----------------------]  23.8% 11904/50000 |   41.6/s | elapsed 4m 46s | eta 15m 17s | process workers | examples 1187540 | q 530420 t 138590 r 71579
BC linear    [######----------------------]  23.9% 11968/50000 |   41.7/s | elapsed 4m 47s | eta 15m 12s | process workers | examples 1195004 | q 533672 t 139786 r 71986
BC linear    [######----------------------]  24.1% 12032/50000 |   40.3/s | elapsed 4m 59s | eta 15m 43s | process workers | examples 1201342 | q 536352 t 140750 r 72354
BC linear    [######----------------------]  24.2% 12096/50000 |   40.4/s | elapsed 4m 59s | eta 15m 38s | process workers | examples 1207580 | q 539109 t 141829 r 72716
BC linear    [######----------------------]  24.3% 12160/50000 |   40.6/s | elapsed 5m 0s | eta 15m 33s | process workers | examples 1213519 | q 541794 t 142440 r 73081 
BC linear    [######----------------------]  24.6% 12288/50000 |   40.9/s | elapsed 5m 0s | eta 15m 22s | process workers | examples 1226434 | q 547595 t 143964 r 73877 
BC linear    [######----------------------]  24.7% 12352/50000 |   41.1/s | elapsed 5m 1s | eta 15m 16s | process workers | examples 1233103 | q 550407 t 144785 r 74304 
BC linear    [######----------------------]  24.8% 12416/50000 |   41.2/s | elapsed 5m 1s | eta 15m 12s | process workers | examples 1239438 | q 553131 t 145662 r 74715 
BC linear    [#######---------------------]  25.1% 12544/50000 |   41.6/s | elapsed 5m 2s | eta 15m 1s | process workers | examples 1253112 | q 558865 t 147832 r 75511  
BC linear    [#######---------------------]  25.2% 12608/50000 |   41.7/s | elapsed 5m 2s | eta 14m 56s | process workers | examples 1259752 | q 561881 t 148580 r 75901 
BC linear    [#######---------------------]  25.5% 12736/50000 |   40.1/s | elapsed 5m 17s | eta 15m 29s | process workers | examples 1272395 | q 567442 t 150299 r 76619
BC linear    [#######---------------------]  25.6% 12800/50000 |   40.3/s | elapsed 5m 18s | eta 15m 24s | process workers | examples 1278738 | q 570143 t 151347 r 76968
BC linear    [#######---------------------]  25.7% 12864/50000 |   40.4/s | elapsed 5m 18s | eta 15m 19s | process workers | examples 1285206 | q 572989 t 152353 r 77313
BC linear    [#######---------------------]  25.9% 12928/50000 |   40.6/s | elapsed 5m 18s | eta 15m 13s | process workers | examples 1291438 | q 575960 t 152968 r 77685
BC linear    [#######---------------------]  26.1% 13056/50000 |   41.0/s | elapsed 5m 19s | eta 15m 2s | process workers | examples 1304210 | q 581717 t 154260 r 78500 
BC linear    [#######---------------------]  26.2% 13120/50000 |   41.2/s | elapsed 5m 19s | eta 14m 56s | process workers | examples 1310601 | q 584600 t 155019 r 78891
BC linear    [#######---------------------]  26.4% 13184/50000 |   41.3/s | elapsed 5m 19s | eta 14m 52s | process workers | examples 1317409 | q 587535 t 155848 r 79296
BC linear    [#######---------------------]  26.5% 13248/50000 |   41.5/s | elapsed 5m 19s | eta 14m 46s | process workers | examples 1324294 | q 590634 t 156773 r 79657
BC linear    [#######---------------------]  26.8% 13376/50000 |   41.8/s | elapsed 5m 20s | eta 14m 37s | process workers | examples 1338084 | q 596809 t 158339 r 80468
BC linear    [#######---------------------]  26.9% 13440/50000 |   40.3/s | elapsed 5m 33s | eta 15m 7s | process workers | examples 1343913 | q 599571 t 158758 r 80822 
BC linear    [#######---------------------]  27.0% 13504/50000 |   40.3/s | elapsed 5m 35s | eta 15m 5s | process workers | examples 1350409 | q 602520 t 159425 r 81209 
BC linear    [#######---------------------]  27.3% 13632/50000 |   40.7/s | elapsed 5m 35s | eta 14m 54s | process workers | examples 1363253 | q 608367 t 161114 r 81941
BC linear    [#######---------------------]  27.5% 13760/50000 |   41.1/s | elapsed 5m 35s | eta 14m 43s | process workers | examples 1376616 | q 614328 t 162264 r 82788
BC linear    [#######---------------------]  27.6% 13824/50000 |   41.2/s | elapsed 5m 35s | eta 14m 37s | process workers | examples 1382944 | q 617166 t 163099 r 83136
BC linear    [#######---------------------]  27.9% 13952/50000 |   41.6/s | elapsed 5m 35s | eta 14m 27s | process workers | examples 1395691 | q 622693 t 164556 r 83907
BC linear    [#######---------------------]  28.0% 14016/50000 |   41.8/s | elapsed 5m 36s | eta 14m 22s | process workers | examples 1402580 | q 625910 t 165168 r 84299
BC linear    [#######---------------------]  28.2% 14080/50000 |   41.9/s | elapsed 5m 36s | eta 14m 17s | process workers | examples 1408741 | q 628647 t 165782 r 84691
BC linear    [#######---------------------]  28.3% 14144/50000 |   40.3/s | elapsed 5m 51s | eta 14m 50s | process workers | examples 1414640 | q 631159 t 166503 r 85076
BC linear    [#######---------------------]  28.4% 14208/50000 |   40.4/s | elapsed 5m 51s | eta 14m 45s | process workers | examples 1420723 | q 634028 t 166915 r 85445
BC linear    [#######---------------------]  28.5% 14272/50000 |   40.6/s | elapsed 5m 52s | eta 14m 41s | process workers | examples 1426854 | q 636889 t 167312 r 85824
