Seed 17 | objective hybrid-as | selector pareto-live-gate | linear bc 40000 | linear ppo 50000 | neural off | neural bc 40000 | neural ppo 50000 | workers 11

BC linear    [----------------------------]   0.2% 64/40000 |    4.3/s | elapsed 15s | eta 2h 35m 4s | process workers | examples 5931 | q 2677 t 461 r 388
BC linear    [----------------------------]   3.5% 1408/40000 |   43.7/s | elapsed 32s | eta 14m 42s | process workers | examples 139095 | q 61435 t 16811 r 8475
BC linear    [#---------------------------]   3.7% 1472/40000 |   31.6/s | elapsed 47s | eta 20m 19s | process workers | examples 144913 | q 64007 t 17352 r 8820
BC linear    [#---------------------------]   3.8% 1536/40000 |   32.7/s | elapsed 47s | eta 19m 38s | process workers | examples 150776 | q 66819 t 17862 r 9149
BC linear    [#---------------------------]   4.0% 1600/40000 |   33.7/s | elapsed 48s | eta 19m 1s | process workers | examples 157021 | q 69720 t 18548 r 9527 
BC linear    [#---------------------------]   4.2% 1664/40000 |   34.8/s | elapsed 48s | eta 18m 21s | process workers | examples 163219 | q 72556 t 19089 r 9919
BC linear    [#---------------------------]   4.6% 1856/40000 |   38.6/s | elapsed 48s | eta 16m 28s | process workers | examples 182055 | q 81409 t 20672 r 11064
BC linear    [#---------------------------]   4.8% 1920/40000 |   39.6/s | elapsed 48s | eta 16m 1s | process workers | examples 188442 | q 84302 t 21297 r 11490 
BC linear    [#---------------------------]   5.1% 2048/40000 |   41.9/s | elapsed 49s | eta 15m 6s | process workers | examples 201569 | q 90397 t 22614 r 12297 
BC linear    [#---------------------------]   5.3% 2112/40000 |   42.9/s | elapsed 49s | eta 14m 44s | process workers | examples 208299 | q 93521 t 23126 r 12745
BC linear    [#---------------------------]   5.4% 2176/40000 |   35.1/s | elapsed 1m 2s | eta 17m 59s | process workers | examples 214447 | q 96169 t 23722 r 13150
BC linear    [#---------------------------]   5.6% 2240/40000 |   35.5/s | elapsed 1m 3s | eta 17m 43s | process workers | examples 220655 | q 98860 t 24618 r 13526
BC linear    [#---------------------------]   5.8% 2304/40000 |   36.4/s | elapsed 1m 3s | eta 17m 16s | process workers | examples 226781 | q 101623 t 25270 r 13908
BC linear    [#---------------------------]   6.1% 2432/40000 |   38.3/s | elapsed 1m 3s | eta 16m 20s | process workers | examples 238980 | q 107233 t 26653 r 14670
BC linear    [#---------------------------]   6.2% 2496/40000 |   39.2/s | elapsed 1m 4s | eta 15m 58s | process workers | examples 246043 | q 110385 t 27894 r 15000
BC linear    [#---------------------------]   6.4% 2560/40000 |   40.1/s | elapsed 1m 4s | eta 15m 35s | process workers | examples 252532 | q 113337 t 28691 r 15376
BC linear    [#---------------------------]   6.6% 2624/40000 |   41.0/s | elapsed 1m 4s | eta 15m 12s | process workers | examples 258653 | q 116151 t 29075 r 15765
BC linear    [#---------------------------]   6.7% 2688/40000 |   41.8/s | elapsed 1m 4s | eta 14m 52s | process workers | examples 264828 | q 118822 t 29801 r 16153
BC linear    [#---------------------------]   6.9% 2752/40000 |   42.8/s | elapsed 1m 4s | eta 14m 31s | process workers | examples 271494 | q 121765 t 30425 r 16563
BC linear    [#---------------------------]   7.0% 2816/40000 |   43.6/s | elapsed 1m 5s | eta 14m 13s | process workers | examples 278478 | q 124954 t 31352 r 16945
BC linear    [##--------------------------]   7.2% 2880/40000 |   36.1/s | elapsed 1m 20s | eta 17m 7s | process workers | examples 284644 | q 127690 t 32189 r 17299
BC linear    [##--------------------------]   7.4% 2944/40000 |   36.8/s | elapsed 1m 20s | eta 16m 47s | process workers | examples 290640 | q 130258 t 32731 r 17701
BC linear    [##--------------------------]   7.5% 3008/40000 |   37.6/s | elapsed 1m 20s | eta 16m 25s | process workers | examples 297072 | q 133021 t 33780 r 18037
BC linear    [##--------------------------]   7.7% 3072/40000 |   38.3/s | elapsed 1m 20s | eta 16m 4s | process workers | examples 303287 | q 135758 t 34387 r 18439 
BC linear    [##--------------------------]   8.0% 3200/40000 |   39.8/s | elapsed 1m 20s | eta 15m 25s | process workers | examples 316040 | q 141487 t 36062 r 19182
BC linear    [##--------------------------]   8.2% 3264/40000 |   40.5/s | elapsed 1m 21s | eta 15m 7s | process workers | examples 322375 | q 144306 t 36829 r 19566 
BC linear    [##--------------------------]   8.3% 3328/40000 |   41.1/s | elapsed 1m 21s | eta 14m 52s | process workers | examples 329088 | q 147255 t 37766 r 19958
BC linear    [##--------------------------]   8.5% 3392/40000 |   41.8/s | elapsed 1m 21s | eta 14m 35s | process workers | examples 335693 | q 150076 t 38755 r 20360
BC linear    [##--------------------------]   8.6% 3456/40000 |   42.4/s | elapsed 1m 21s | eta 14m 21s | process workers | examples 342290 | q 153091 t 39567 r 20752
BC linear    [##--------------------------]   9.0% 3584/40000 |   37.6/s | elapsed 1m 35s | eta 16m 9s | process workers | examples 355069 | q 158826 t 40829 r 21589 
BC linear    [##--------------------------]   9.1% 3648/40000 |   38.1/s | elapsed 1m 36s | eta 15m 53s | process workers | examples 361067 | q 161475 t 41440 r 21967
BC linear    [##--------------------------]   9.3% 3712/40000 |   38.6/s | elapsed 1m 36s | eta 15m 39s | process workers | examples 367467 | q 164238 t 42398 r 22321
BC linear    [##--------------------------]   9.4% 3776/40000 |   39.3/s | elapsed 1m 36s | eta 15m 22s | process workers | examples 373709 | q 166965 t 43082 r 22702
BC linear    [##--------------------------]   9.6% 3840/40000 |   39.8/s | elapsed 1m 36s | eta 15m 8s | process workers | examples 380153 | q 169913 t 43634 r 23120 
BC linear    [##--------------------------]   9.8% 3904/40000 |   40.4/s | elapsed 1m 37s | eta 14m 53s | process workers | examples 386291 | q 172681 t 44440 r 23475
BC linear    [##--------------------------]  10.1% 4032/40000 |   41.6/s | elapsed 1m 37s | eta 14m 24s | process workers | examples 399008 | q 178268 t 45995 r 24247
BC linear    [##--------------------------]  10.2% 4096/40000 |   42.2/s | elapsed 1m 37s | eta 14m 11s | process workers | examples 405356 | q 181150 t 46867 r 24610
BC linear    [##--------------------------]  10.4% 4160/40000 |   42.8/s | elapsed 1m 37s | eta 13m 58s | process workers | examples 412203 | q 184359 t 47481 r 25019
BC linear    [##--------------------------]  10.6% 4224/40000 |   43.1/s | elapsed 1m 38s | eta 13m 49s | process workers | examples 419332 | q 187610 t 48437 r 25421
BC linear    [###-------------------------]  10.7% 4288/40000 |   38.1/s | elapsed 1m 53s | eta 15m 38s | process workers | examples 425061 | q 190247 t 48939 r 25790
BC linear    [###-------------------------]  11.0% 4416/40000 |   39.0/s | elapsed 1m 53s | eta 15m 12s | process workers | examples 436898 | q 195488 t 50257 r 26554
BC linear    [###-------------------------]  11.2% 4480/40000 |   39.4/s | elapsed 1m 54s | eta 15m 1s | process workers | examples 443205 | q 198231 t 51135 r 26939 
BC linear    [###-------------------------]  11.4% 4544/40000 |   39.9/s | elapsed 1m 54s | eta 14m 49s | process workers | examples 449463 | q 201173 t 51826 r 27298
BC linear    [###-------------------------]  11.5% 4608/40000 |   40.3/s | elapsed 1m 54s | eta 14m 38s | process workers | examples 455816 | q 204111 t 52253 r 27717
BC linear    [###-------------------------]  11.7% 4672/40000 |   40.8/s | elapsed 1m 54s | eta 14m 26s | process workers | examples 462133 | q 207151 t 52799 r 28080
BC linear    [###-------------------------]  11.8% 4736/40000 |   41.3/s | elapsed 1m 55s | eta 14m 14s | process workers | examples 468490 | q 210069 t 53314 r 28510
BC linear    [###-------------------------]  12.2% 4864/40000 |   42.3/s | elapsed 1m 55s | eta 13m 51s | process workers | examples 481753 | q 216024 t 54873 r 29303
BC linear    [###-------------------------]  12.3% 4928/40000 |   42.7/s | elapsed 1m 56s | eta 13m 42s | process workers | examples 488596 | q 219072 t 55540 r 29746
BC linear    [###-------------------------]  12.5% 4992/40000 |   39.0/s | elapsed 2m 8s | eta 14m 57s | process workers | examples 494814 | q 221815 t 56467 r 30106 
BC linear    [###-------------------------]  12.6% 5056/40000 |   39.3/s | elapsed 2m 9s | eta 14m 50s | process workers | examples 500748 | q 224216 t 57345 r 30489 
BC linear    [###-------------------------]  12.8% 5120/40000 |   39.6/s | elapsed 2m 9s | eta 14m 40s | process workers | examples 506885 | q 226912 t 58016 r 30886 
BC linear    [###-------------------------]  13.0% 5184/40000 |   40.0/s | elapsed 2m 10s | eta 14m 30s | process workers | examples 513531 | q 229724 t 59189 r 31277
BC linear    [###-------------------------]  13.1% 5248/40000 |   40.4/s | elapsed 2m 10s | eta 14m 20s | process workers | examples 519693 | q 232430 t 60041 r 31623
BC linear    [###-------------------------]  13.3% 5312/40000 |   40.8/s | elapsed 2m 10s | eta 14m 10s | process workers | examples 526398 | q 235364 t 60910 r 32014
BC linear    [###-------------------------]  13.4% 5376/40000 |   41.1/s | elapsed 2m 11s | eta 14m 2s | process workers | examples 533110 | q 238184 t 61835 r 32434 
BC linear    [###-------------------------]  13.9% 5568/40000 |   42.4/s | elapsed 2m 11s | eta 13m 31s | process workers | examples 553028 | q 247222 t 64053 r 33655
BC linear    [###-------------------------]  14.1% 5632/40000 |   42.9/s | elapsed 2m 11s | eta 13m 21s | process workers | examples 559473 | q 250193 t 64684 r 34066
BC linear    [###-------------------------]  14.2% 5696/40000 |   38.8/s | elapsed 2m 27s | eta 14m 43s | process workers | examples 565563 | q 252767 t 65431 r 34463
BC linear    [####------------------------]  14.6% 5824/40000 |   39.7/s | elapsed 2m 27s | eta 14m 22s | process workers | examples 577873 | q 258298 t 66915 r 35201
BC linear    [####------------------------]  14.7% 5888/40000 |   39.9/s | elapsed 2m 27s | eta 14m 14s | process workers | examples 583991 | q 260961 t 67520 r 35608
BC linear    [####------------------------]  14.9% 5952/40000 |   40.3/s | elapsed 2m 28s | eta 14m 5s | process workers | examples 590359 | q 263812 t 68019 r 36012 
BC linear    [####------------------------]  15.0% 6016/40000 |   40.7/s | elapsed 2m 28s | eta 13m 55s | process workers | examples 596944 | q 266667 t 68932 r 36406
BC linear    [####------------------------]  15.2% 6080/40000 |   41.1/s | elapsed 2m 28s | eta 13m 46s | process workers | examples 603420 | q 269712 t 69680 r 36757
BC linear    [####------------------------]  15.4% 6144/40000 |   41.5/s | elapsed 2m 28s | eta 13m 37s | process workers | examples 609956 | q 272750 t 70411 r 37134
BC linear    [####------------------------]  15.5% 6208/40000 |   41.8/s | elapsed 2m 28s | eta 13m 28s | process workers | examples 616740 | q 275702 t 71413 r 37521
BC linear    [####------------------------]  15.7% 6272/40000 |   42.2/s | elapsed 2m 29s | eta 13m 19s | process workers | examples 623431 | q 278690 t 72124 r 37942
BC linear    [####------------------------]  15.8% 6336/40000 |   42.6/s | elapsed 2m 29s | eta 13m 11s | process workers | examples 630098 | q 281604 t 72976 r 38309
BC linear    [####------------------------]  16.0% 6400/40000 |   39.4/s | elapsed 2m 43s | eta 14m 14s | process workers | examples 636314 | q 284332 t 73686 r 38678
BC linear    [####------------------------]  16.2% 6464/40000 |   39.7/s | elapsed 2m 43s | eta 14m 5s | process workers | examples 642525 | q 287094 t 74466 r 39084 
BC linear    [####------------------------]  16.6% 6656/40000 |   40.7/s | elapsed 2m 44s | eta 13m 39s | process workers | examples 660452 | q 295167 t 76542 r 40153
BC linear    [####------------------------]  17.0% 6784/40000 |   41.5/s | elapsed 2m 44s | eta 13m 21s | process workers | examples 672262 | q 300488 t 77749 r 40886
BC linear    [####------------------------]  17.3% 6912/40000 |   42.2/s | elapsed 2m 44s | eta 13m 4s | process workers | examples 684938 | q 305947 t 79743 r 41581 
BC linear    [####------------------------]  17.4% 6976/40000 |   42.6/s | elapsed 2m 44s | eta 12m 56s | process workers | examples 691841 | q 308999 t 80702 r 41999
BC linear    [####------------------------]  17.6% 7040/40000 |   42.9/s | elapsed 2m 44s | eta 12m 47s | process workers | examples 697863 | q 311595 t 81607 r 42345
BC linear    [####------------------------]  17.8% 7104/40000 |   39.6/s | elapsed 3m 0s | eta 13m 51s | process workers | examples 703988 | q 314350 t 82414 r 42725 
BC linear    [#####-----------------------]  17.9% 7168/40000 |   39.9/s | elapsed 3m 0s | eta 13m 43s | process workers | examples 710238 | q 316988 t 83346 r 43084 
BC linear    [#####-----------------------]  18.1% 7232/40000 |   40.2/s | elapsed 3m 0s | eta 13m 36s | process workers | examples 716653 | q 319811 t 84410 r 43434 
BC linear    [#####-----------------------]  18.2% 7296/40000 |   40.5/s | elapsed 3m 0s | eta 13m 28s | process workers | examples 723055 | q 322627 t 85062 r 43854 
BC linear    [#####-----------------------]  18.4% 7360/40000 |   40.7/s | elapsed 3m 1s | eta 13m 22s | process workers | examples 729601 | q 325676 t 85453 r 44285 
BC linear    [#####-----------------------]  18.9% 7552/40000 |   41.7/s | elapsed 3m 1s | eta 12m 58s | process workers | examples 749585 | q 334423 t 88115 r 45439 
BC linear    [#####-----------------------]  19.2% 7680/40000 |   42.4/s | elapsed 3m 1s | eta 12m 43s | process workers | examples 763071 | q 340682 t 89691 r 46241 
BC linear    [#####-----------------------]  19.5% 7808/40000 |   39.9/s | elapsed 3m 16s | eta 13m 26s | process workers | examples 775685 | q 346548 t 90655 r 47034
BC linear    [#####-----------------------]  19.7% 7872/40000 |   40.2/s | elapsed 3m 16s | eta 13m 19s | process workers | examples 781819 | q 349360 t 91358 r 47408
BC linear    [#####-----------------------]  19.8% 7936/40000 |   40.5/s | elapsed 3m 16s | eta 13m 12s | process workers | examples 788011 | q 351883 t 92337 r 47774
BC linear    [#####-----------------------]  20.0% 8000/40000 |   40.7/s | elapsed 3m 16s | eta 13m 6s | process workers | examples 793995 | q 354643 t 92919 r 48143 
BC linear    [#####-----------------------]  20.2% 8064/40000 |   41.0/s | elapsed 3m 17s | eta 13m 0s | process workers | examples 800331 | q 357412 t 93686 r 48538 
BC linear    [#####-----------------------]  20.3% 8128/40000 |   41.2/s | elapsed 3m 17s | eta 12m 53s | process workers | examples 807466 | q 360447 t 94799 r 48941
BC linear    [#####-----------------------]  20.5% 8192/40000 |   41.5/s | elapsed 3m 17s | eta 12m 46s | process workers | examples 813719 | q 363117 t 95704 r 49310
BC linear    [#####-----------------------]  20.6% 8256/40000 |   41.8/s | elapsed 3m 17s | eta 12m 39s | process workers | examples 820424 | q 365961 t 96457 r 49732
BC linear    [#####-----------------------]  20.8% 8320/40000 |   42.1/s | elapsed 3m 17s | eta 12m 32s | process workers | examples 827063 | q 368976 t 97161 r 50101
BC linear    [#####-----------------------]  21.0% 8384/40000 |   42.3/s | elapsed 3m 18s | eta 12m 27s | process workers | examples 833819 | q 371951 t 97893 r 50516
BC linear    [#####-----------------------]  21.1% 8448/40000 |   42.6/s | elapsed 3m 18s | eta 12m 20s | process workers | examples 840821 | q 375038 t 98356 r 50981
BC linear    [#####-----------------------]  21.3% 8512/40000 |   39.8/s | elapsed 3m 34s | eta 13m 10s | process workers | examples 846829 | q 377703 t 99097 r 51347
BC linear    [######----------------------]  21.4% 8576/40000 |   40.1/s | elapsed 3m 34s | eta 13m 4s | process workers | examples 852718 | q 380424 t 99771 r 51695 
BC linear    [######----------------------]  21.8% 8704/40000 |   40.6/s | elapsed 3m 34s | eta 12m 50s | process workers | examples 864789 | q 385916 t 100615 r 52493
BC linear    [######----------------------]  22.1% 8832/40000 |   41.2/s | elapsed 3m 35s | eta 12m 37s | process workers | examples 877179 | q 391351 t 102005 r 53330
BC linear    [######----------------------]  22.4% 8960/40000 |   41.6/s | elapsed 3m 35s | eta 12m 25s | process workers | examples 889845 | q 396932 t 103391 r 54100
BC linear    [######----------------------]  22.6% 9024/40000 |   41.9/s | elapsed 3m 35s | eta 12m 20s | process workers | examples 896565 | q 399895 t 104140 r 54506
BC linear    [######----------------------]  22.7% 9088/40000 |   42.1/s | elapsed 3m 36s | eta 12m 14s | process workers | examples 903347 | q 403024 t 104845 r 54908
BC linear    [######----------------------]  22.9% 9152/40000 |   42.1/s | elapsed 3m 37s | eta 12m 13s | process workers | examples 910731 | q 406285 t 105853 r 55336
BC linear    [######----------------------]  23.0% 9216/40000 |   40.0/s | elapsed 3m 50s | eta 12m 49s | process workers | examples 916939 | q 409243 t 106383 r 55691
BC linear    [######----------------------]  23.2% 9280/40000 |   40.3/s | elapsed 3m 51s | eta 12m 43s | process workers | examples 922495 | q 411820 t 106836 r 56043
BC linear    [######----------------------]  23.4% 9344/40000 |   40.5/s | elapsed 3m 51s | eta 12m 37s | process workers | examples 929030 | q 414637 t 107628 r 56435
BC linear    [######----------------------]  23.5% 9408/40000 |   40.7/s | elapsed 3m 51s | eta 12m 31s | process workers | examples 935498 | q 417517 t 108373 r 56820
BC linear    [######----------------------]  23.8% 9536/40000 |   41.1/s | elapsed 3m 52s | eta 12m 21s | process workers | examples 948499 | q 423529 t 109887 r 57576
BC linear    [######----------------------]  24.2% 9664/40000 |   41.6/s | elapsed 3m 52s | eta 12m 9s | process workers | examples 961899 | q 429764 t 111318 r 58356 
BC linear    [######----------------------]  24.3% 9728/40000 |   41.9/s | elapsed 3m 52s | eta 12m 3s | process workers | examples 968751 | q 432840 t 112071 r 58758 
BC linear    [######----------------------]  24.5% 9792/40000 |   42.1/s | elapsed 3m 52s | eta 11m 57s | process workers | examples 975245 | q 435779 t 112712 r 59161
BC linear    [######----------------------]  24.6% 9856/40000 |   42.3/s | elapsed 3m 53s | eta 11m 53s | process workers | examples 981787 | q 438683 t 113357 r 59570
BC linear    [######----------------------]  24.8% 9920/40000 |   40.0/s | elapsed 4m 8s | eta 12m 33s | process workers | examples 987560 | q 441298 t 113842 r 59946 
BC linear    [######----------------------]  25.0% 9984/40000 |   40.2/s | elapsed 4m 9s | eta 12m 28s | process workers | examples 993560 | q 443995 t 114667 r 60288 
BC linear    [#######---------------------]  25.1% 10048/40000 |   40.4/s | elapsed 4m 9s | eta 12m 22s | process workers | examples 999779 | q 446706 t 115540 r 60653
BC linear    [#######---------------------]  25.3% 10112/40000 |   40.6/s | elapsed 4m 9s | eta 12m 16s | process workers | examples 1006011 | q 449360 t 116478 r 61017
BC linear    [#######---------------------]  25.4% 10176/40000 |   40.8/s | elapsed 4m 9s | eta 12m 10s | process workers | examples 1012100 | q 452057 t 117039 r 61406
BC linear    [#######---------------------]  25.8% 10304/40000 |   41.3/s | elapsed 4m 10s | eta 11m 59s | process workers | examples 1024722 | q 457248 t 118746 r 62204
BC linear    [#######---------------------]  25.9% 10368/40000 |   41.5/s | elapsed 4m 10s | eta 11m 54s | process workers | examples 1031241 | q 459996 t 119741 r 62592
BC linear    [#######---------------------]  26.1% 10432/40000 |   41.7/s | elapsed 4m 10s | eta 11m 49s | process workers | examples 1037792 | q 462941 t 120602 r 62950
BC linear    [#######---------------------]  26.2% 10496/40000 |   41.9/s | elapsed 4m 10s | eta 11m 44s | process workers | examples 1044512 | q 465931 t 121332 r 63367
BC linear    [#######---------------------]  26.6% 10624/40000 |   40.1/s | elapsed 4m 25s | eta 12m 13s | process workers | examples 1057675 | q 471581 t 123312 r 64129
BC linear    [#######---------------------]  26.7% 10688/40000 |   40.3/s | elapsed 4m 25s | eta 12m 8s | process workers | examples 1063955 | q 474590 t 123870 r 64481 
BC linear    [#######---------------------]  26.9% 10752/40000 |   40.5/s | elapsed 4m 26s | eta 12m 3s | process workers | examples 1070430 | q 477490 t 124793 r 64849 
BC linear    [#######---------------------]  27.2% 10880/40000 |   40.9/s | elapsed 4m 26s | eta 11m 51s | process workers | examples 1083219 | q 483213 t 126146 r 65642
BC linear    [#######---------------------]  27.4% 10944/40000 |   41.1/s | elapsed 4m 26s | eta 11m 46s | process workers | examples 1089600 | q 486015 t 127007 r 66029
BC linear    [#######---------------------]  27.5% 11008/40000 |   41.3/s | elapsed 4m 26s | eta 11m 42s | process workers | examples 1096526 | q 488967 t 128259 r 66415
BC linear    [#######---------------------]  27.7% 11072/40000 |   41.5/s | elapsed 4m 27s | eta 11m 37s | process workers | examples 1102937 | q 491853 t 129148 r 66804
BC linear    [#######---------------------]  27.8% 11136/40000 |   41.7/s | elapsed 4m 27s | eta 11m 32s | process workers | examples 1109746 | q 494979 t 129912 r 67188
BC linear    [#######---------------------]  28.2% 11264/40000 |   42.1/s | elapsed 4m 28s | eta 11m 23s | process workers | examples 1123418 | q 501008 t 131778 r 67991
BC linear    [#######---------------------]  28.3% 11328/40000 |   39.9/s | elapsed 4m 44s | eta 11m 58s | process workers | examples 1129423 | q 503594 t 132643 r 68367
BC linear    [########--------------------]  28.6% 11456/40000 |   40.3/s | elapsed 4m 44s | eta 11m 48s | process workers | examples 1141588 | q 509106 t 133901 r 69111
BC linear    [########--------------------]  28.8% 11520/40000 |   40.5/s | elapsed 4m 45s | eta 11m 44s | process workers | examples 1148019 | q 511858 t 134714 r 69494
BC linear    [########--------------------]  29.0% 11584/40000 |   40.6/s | elapsed 4m 45s | eta 11m 39s | process workers | examples 1154434 | q 514651 t 135495 r 69896
BC linear    [########--------------------]  29.3% 11712/40000 |   41.1/s | elapsed 4m 45s | eta 11m 29s | process workers | examples 1167453 | q 520455 t 137006 r 70690
BC linear    [########--------------------]  29.4% 11776/40000 |   41.2/s | elapsed 4m 46s | eta 11m 25s | process workers | examples 1174099 | q 523436 t 137813 r 71075
BC linear    [########--------------------]  30.1% 12032/40000 |   40.1/s | elapsed 5m 0s | eta 11m 38s | process workers | examples 1200015 | q 534873 t 140462 r 72689 
BC linear    [########--------------------]  30.2% 12096/40000 |   40.2/s | elapsed 5m 1s | eta 11m 34s | process workers | examples 1206034 | q 537641 t 140971 r 73058 
BC linear    [########--------------------]  30.6% 12224/40000 |   40.6/s | elapsed 5m 1s | eta 11m 24s | process workers | examples 1218746 | q 543450 t 142233 r 73833 
BC linear    [########--------------------]  30.7% 12288/40000 |   40.7/s | elapsed 5m 2s | eta 11m 21s | process workers | examples 1225270 | q 546191 t 143230 r 74214 
BC linear    [########--------------------]  31.2% 12480/40000 |   41.3/s | elapsed 5m 2s | eta 11m 6s | process workers | examples 1244786 | q 554937 t 145529 r 75370  
BC linear    [########--------------------]  31.4% 12544/40000 |   41.5/s | elapsed 5m 2s | eta 11m 2s | process workers | examples 1251202 | q 557884 t 146181 r 75800  
BC linear    [########--------------------]  31.5% 12608/40000 |   41.6/s | elapsed 5m 3s | eta 10m 58s | process workers | examples 1258046 | q 560931 t 146909 r 76225 
BC linear    [########--------------------]  31.7% 12672/40000 |   41.8/s | elapsed 5m 3s | eta 10m 54s | process workers | examples 1265031 | q 564010 t 147659 r 76677 
BC linear    [########--------------------]  31.8% 12736/40000 |   40.1/s | elapsed 5m 18s | eta 11m 20s | process workers | examples 1270516 | q 566665 t 148151 r 77002
BC linear    [########--------------------]  32.0% 12800/40000 |   40.1/s | elapsed 5m 19s | eta 11m 18s | process workers | examples 1276893 | q 569299 t 149042 r 77406
BC linear    [#########-------------------]  32.2% 12864/40000 |   40.3/s | elapsed 5m 19s | eta 11m 14s | process workers | examples 1283064 | q 572090 t 149726 r 77763
BC linear    [#########-------------------]  32.3% 12928/40000 |   40.4/s | elapsed 5m 20s | eta 11m 9s | process workers | examples 1289444 | q 574809 t 150508 r 78157 
BC linear    [#########-------------------]  32.5% 12992/40000 |   40.6/s | elapsed 5m 20s | eta 11m 5s | process workers | examples 1295791 | q 577707 t 150984 r 78571 
BC linear    [#########-------------------]  32.6% 13056/40000 |   40.8/s | elapsed 5m 20s | eta 11m 0s | process workers | examples 1302252 | q 580617 t 151656 r 78958 
BC linear    [#########-------------------]  33.0% 13184/40000 |   41.2/s | elapsed 5m 20s | eta 10m 51s | process workers | examples 1315282 | q 586250 t 153474 r 79730
BC linear    [#########-------------------]  33.1% 13248/40000 |   41.4/s | elapsed 5m 20s | eta 10m 47s | process workers | examples 1321833 | q 589189 t 154049 r 80153
BC linear    [#########-------------------]  33.3% 13312/40000 |   41.5/s | elapsed 5m 21s | eta 10m 43s | process workers | examples 1328586 | q 592140 t 154632 r 80579
BC linear    [#########-------------------]  33.4% 13376/40000 |   41.6/s | elapsed 5m 22s | eta 10m 40s | process workers | examples 1335691 | q 595204 t 155667 r 81001
BC linear    [#########-------------------]  33.6% 13440/40000 |   40.4/s | elapsed 5m 32s | eta 10m 57s | process workers | examples 1341382 | q 597741 t 156381 r 81346
BC linear    [#########-------------------]  33.8% 13504/40000 |   40.3/s | elapsed 5m 35s | eta 10m 57s | process workers | examples 1347273 | q 600326 t 157127 r 81673
BC linear    [#########-------------------]  33.9% 13568/40000 |   40.5/s | elapsed 5m 35s | eta 10m 53s | process workers | examples 1353624 | q 603177 t 157807 r 82040
BC linear    [#########-------------------]  34.1% 13632/40000 |   40.7/s | elapsed 5m 35s | eta 10m 48s | process workers | examples 1359772 | q 605820 t 158392 r 82465
BC linear    [#########-------------------]  34.2% 13696/40000 |   40.8/s | elapsed 5m 35s | eta 10m 44s | process workers | examples 1365923 | q 608507 t 158842 r 82890
BC linear    [#########-------------------]  34.4% 13760/40000 |   41.0/s | elapsed 5m 36s | eta 10m 40s | process workers | examples 1372316 | q 611345 t 159494 r 83288
BC linear    [#########-------------------]  34.6% 13824/40000 |   41.1/s | elapsed 5m 36s | eta 10m 36s | process workers | examples 1378392 | q 614166 t 159971 r 83681
BC linear    [#########-------------------]  35.0% 14016/40000 |   41.7/s | elapsed 5m 36s | eta 10m 24s | process workers | examples 1397338 | q 622379 t 162528 r 84836
BC linear    [#########-------------------]  35.2% 14080/40000 |   41.8/s | elapsed 5m 37s | eta 10m 20s | process workers | examples 1404028 | q 625551 t 163289 r 85243
