policy,maker_fill_rebate,taker_fill_fee,wide_quote_pass_penalty,tight_quote_refusal_penalty,maker_pnl,maker_ci95,taker_pnl,taker_ci95,fills_per_episode,maker_quote_rate,taker_take_rate,parity_gap
linear-v3,0.001,0.001,0.0,0.0,-0.092,0.302,0.092,0.302,1.7,0.672,0.113,0.092
